Orthologous_group	Scerevisiae	Calbicans
OG3230	YOR022C	C2_03140C_A
OG3231	YPR056W	C6_00640C_A
OG3232	YFL046W	C1_02500W_A
OG3233	YFL026W	CR_06610W_B
OG3234	YMR228W	
OG3235	YLR006C	C1_13930W_A
OG3236	YJR142W	C2_06080C_A
OG3238	YGR186W	C4_02060C_A
OG3239	YJL049W	C4_05160C_A
OG3240	YPL097W	C6_01050W_A
OG3241	YJL068C	
OG3242	YBL082C	C6_04340W_A
OG3243	YJR100C	C5_04420W_A
OG3245	YCR079W	CR_07770C_A
OG3247	YGL130W	
OG3248	YGR271C-A	C5_04910W_A
OG3249	YJR088C	
OG3250	YNL148C	
OG3252	YDL236W	
OG3253	YGL248W	C5_02290W_A
OG3255	YMR211W	C3_06600C_A
OG3257	YGR167W	C4_01980C_A
OG3258	YLR240W	C1_06680W_A
OG3259	YOR216C	C2_05800C_A
OG3260	YLR192C	CR_10370W_A
OG3261	YKL154W	CR_07660C_A
OG3262	YDR361C	C1_12760W_A
OG3265	YOR043W	C7_00810W_A
OG3266	YOR087W	C2_07730W_A
OG3271	YDR104C	C6_04440C_A
OG3272	YPL169C	CR_04050C_A
OG3273	YIL043C	C4_05450C_A
OG3274	YLL032C	
OG3275	YER050C	C1_04370C_A
OG3277	YPR161C	
OG3278	YLR427W	C4_00470C_A
OG3279	C1_09720W_A	
OG3281	YMR200W	C1_00770C_A
OG3282	YGL129C	C6_02370C_A
OG3283	YDR489W	CR_10520C_A
OG3284	YDL100C	C1_02760W_A
OG3286	YHR201C	C2_06110W_A
OG3290	YDR254W	C1_04570C_A
OG3291	YGR152C	CR_02140W_A
OG3292	YKL087C	C4_02130W_A
OG3293	YLR418C	C1_02920W_A
OG3294	YGR193C	C1_13830C_A
OG3295	YJR112W	CR_01360W_A
OG3297	YDL183C	C3_01680C_B
OG3298	YBR111C	C3_07040C_A
OG3299	YDR214W	CR_10270C_A
OG3300	YPL051W	C1_11190W_B
OG3301	YJR140C	C3_07680W_A
OG3303	YLR212C	C4_05570C_A
OG3304	YIR027C	C3_00180C_A
OG3305	YLR014C	C5_04970C_A
OG3307	YJL072C	C1_05030C_A
OG3308	YGL200C	
OG3311	YBR237W	C3_06720W_A
OG3312	YOL142W	C1_01160C_A
OG3313	YBR265W	CR_07380C_A
OG3314	YOL009C	
OG3315	YPL210C	C6_02470W_A
OG3316	YOR007C	C2_02830C_A
OG3319	YEL038W	C2_01860C_A
OG3320	YHR151C	C3_05020W_A
OG3322	YML067C	C3_04780C_A
OG3324	YLR417W	C2_04250W_A
OG3327	YNL110C	C7_00690W_A
OG3328	YJL030W	C1_04080W_A
OG3329	YPR011C	
OG3330	YPR178W	CR_09480W_A
OG3332	YOR025W	C5_01340W_A
OG3333	YER075C	
OG3336	YFL030W	C6_04220C_B
OG3337	YCR026C	C4_05980C_A
OG3338	YGR123C	C3_01710C_B
OG3341	YPR025C	C1_01820C_A
OG3342	YJR042W	C3_04400C_A
OG3343	YPL157W	C2_07360W_A
OG3344	YNL025C	C3_05740C_A
OG3345	YLR003C	C1_07790C_A
OG3346	YEL064C	C5_01470C_A
OG3347	YLR116W	C3_03300C_A
OG3348	YNR032W	
OG3349	YJL025W	C2_02630W_A
OG3350	YBR246W	C2_07920W_A
OG3352	YOR154W	C1_08800W_A
OG3354	YPR131C	C1_06650W_A
OG3355	YDL199C	CR_03850W_A
OG3356	YOR006C	C2_03000C_A
OG3359	YLR022C	C4_02880C_A
OG3360	YLL011W	C3_00560C_A
OG3361	C5_03480C_A	
OG3362	YPL042C	
OG3365	YDL006W	C1_09260C_A
OG3366	YJR116W	C1_03490W_A
OG3367	YPL128C	C2_04200W_A
OG3368	YDR306C	C1_05330C_A
OG3371	YDR333C	C2_07610C_A
OG3372	YML003W	C2_02840C_A
OG3374	YMR028W	C4_01670C_A
OG3376	YPL084W	C3_01750C_A
OG3377	YNL003C	C7_00380W_A
OG3379	YKR082W	
OG3380	YDR362C	C1_10920W_A
OG3381	YPL183C	C6_04530C_A
OG3382	YML076C	C1_03740W_A
OG3383	YJR119C	C4_00260W_A
OG3384	YBR288C	C6_00430C_A
OG3386	YBR204C	C1_04640W_A
OG3387	YPL207W	C6_02290C_A
OG3388	YLR318W	C1_08130C_A
OG3389	YNR052C	C6_03650C_A
OG3390	YKL095W	C3_00100W_A
OG3391	YJR005W	C1_14040W_A
OG3394	YMR289W	C2_02700C_A
OG3396	YML104C	CR_01720W_A
OG3397	YPR023C	C2_08280W_A
OG3398	YBR014C	C5_01560C_A
OG3399	YHR181W	C1_11600W_A
OG3401	YBR220C	C4_04980W_A
OG3406	YMR026C	C2_01150W_A
OG3407	YCR019W	C1_01770W_A
OG3408	YER020W	
OG3409	YBL037W	
OG3410	YOR051C	C2_02930C_A
OG3411	YOR017W	C1_11070W_A
OG3413	YNL316C	C3_02460C_A
OG3414	YOL032W	CR_08330W_A
OG3415	YKR088C	
OG3416	YER183C	C1_02020W_A
OG3419	YBR267W	C1_05060W_A
OG3420	YOL132W	C4_00090W_A
OG3422	YJL055W	C3_01280W_A
OG3426	YDL216C	C4_03450C_A
OG3430	YKL114C	C3_06430W_A
OG3431	YJL125C	CR_08940W_A
OG3432	YIL106W	
OG3433	YOR035C	
OG3435	YMR005W	C2_07460W_A
OG3436	YOR112W	CR_02250C_A
OG3437	YCR066W	C6_01770W_A
OG3439	YMR139W	C2_04280W_A
OG3440	YAL034W-A	C2_09840W_A
OG3441	YNL191W	C7_03020C_A
OG3443	YGR208W	C2_02690W_A
OG3445	YKL184W	C1_00740C_A
OG3446	YGL111W	C2_07960C_A
OG3447	YOR037W	C5_02740W_A
OG3449	YOR283W	C1_00520W_A
OG3451	YGL133W	C6_02430W_A
OG3452	YOL001W	C6_03810W_A
OG3455	YML052W	C6_01720C_A
OG3457	YDR005C	C2_08120W_A
OG3458	YGL067W	C6_02410W_A
OG3460	YPL172C	C5_02040W_A
OG3461	YLR026C	C1_00660C_A
OG3462	YBR247C	C7_03700C_A
OG3463	YLR149C	C7_03280C_A
OG3465	YGL174W	C1_13380W_A
OG3466	YER007W	C4_06160W_A
OG3467	YOR100C	
OG3468	YKL139W	C3_02260C_A
OG3469	YDR026C	C6_03550C_A
OG3470	YGR205W	
OG3471	YGR021W	
OG3472	YOR057W	C2_09270C_A
OG3473	C4_04160W_A	
OG3474	YGR150C	C6_03440W_A
OG3475	YGR171C	C5_04650C_A
OG3479	YML012W	
OG3480	YDL128W	C1_08580C_A
OG3481	YFR010W	C1_00440W_A
OG3482	YBR104W	C6_01220C_A
OG3484	YDR018C	C6_01300W_A
OG3485	YIL068C	C3_00110C_A
OG3487	YPL132W	C4_04310W_A
OG3488	YGL037C	C7_03520W_A
OG3489	YPL236C	C7_04110W_A
OG3490	YJL054W	C7_03120W_A
OG3491	YKL005C	
OG3493	YPL015C	CR_01800C_A
OG3494	YOR267C	C3_00550C_A
OG3495	C3_02090C_A	
OG3499	YPR026W	
OG3501	YJL006C	C1_04090C_A
OG3502	YNR035C	C1_06080C_A
OG3504	YMR127C	C2_00440W_A
OG3506	C1_11660W_A	
OG3507	YAR008W	C2_05670C_A
OG3508	YHR205W	C2_03940C_A
OG3509	YFR047C	C1_07840W_A
OG3510	YJL031C	C1_04070C_A
OG3512	YJL041W	C2_03280W_A
OG3513	YMR209C	C1_09520C_A
OG3514	YDR161W	C1_13370W_A
OG3515	YLR268W	CR_03970C_A
OG3516	YER118C	C1_09140C_A
OG3519	YDR140W	C3_03310C_A
OG3521	YGR257C	C1_05470W_A
OG3522	YJR013W	C4_02100C_A
OG3523	YOR269W	C3_00530C_A
OG3525	YKL106W	C2_05250C_A
OG3527	YMR106C	CR_03390C_A
OG3528	YPL254W	C3_03100C_A
OG3530	YER142C	C2_08420W_A
OG3531	YOR155C	C1_01650W_A
OG3532	YOR223W	CR_05460W_A
OG3535	YCR051W	C2_07000W_A
OG3536	YDR484W	
OG3537	YDR013W	C7_01300C_A
OG3539	YJR101W	C5_04530W_A
OG3540	YBL058W	CR_01610C_A
OG3541	YKL175W	C2_02180W_A
OG3542	YCR033W	C1_12230W_A
OG3546	YHR026W	C1_13280C_A
OG3547	YGL153W	CR_04930W_A
OG3549	YGR195W	C4_02090C_A
OG3551	YLR100W	CR_01140C_A
OG3553	YGL016W	C2_00370W_A
OG3554	YLR309C	CR_03150W_A
OG3556	YGL141W	C4_00500W_A
OG3557	YGL184C	C2_00390C_A
OG3559	YLR090W	C5_00350C_A
OG3560	YGL122C	C1_01470W_A
OG3561	YEL062W	C3_03290C_A
OG3562	YER156C	C1_01910W_A
OG3563	YPL072W	C1_02040C_A
OG3564	YDR175C	C1_03280W_A
OG3566	YAL058W	C4_04090C_A
OG3568	YMR014W	
OG3569	YDR061W	C1_13910C_A
OG3570	C3_04630W_A	
OG3572	YDR116C	C5_00030W_A
OG3573	YDL133W	C3_01690W_A
OG3575	YEL024W	C3_04430W_A
OG3576	YNL294C	C5_01950C_A
OG3577	YGR147C	
OG3579	YDL202W	C4_04820C_A
OG3581	YPL214C	C3_02860W_A
OG3582	YGL115W	C6_03920W_A
OG3586	YMR268C	
OG3587	YLR097C	
OG3588	YOL125W	CR_00670C_A
OG3590	YJR093C	C5_02480W_B
OG3592	YFR001W	C3_02040C_A
OG3593	YNL073W	C7_01870W_A
OG3595	YML088W	C1_04960C_A
OG3596	YOR251C	C2_09960W_A
OG3597	YPL188W	C3_07010W_A
OG3598	YLR323C	
OG3599	YLR316C	C1_08140W_A
OG3600	YOR118W	
OG3601	YNL155W	C1_03990W_A
OG3602	YGR112W	C1_09760C_A
OG3603	YJR006W	C5_04740C_A
OG3604	YOL107W	C1_02410C_A
OG3606	YKR017C	C1_14170W_A
OG3607	YDL065C	CR_08600C_A
OG3611	YDR435C	CR_08170C_A
OG3612	YHR128W	C5_03390C_A
OG3613	YDR030C	C3_02770C_A
OG3615	YOR039W	C5_02760W_A
OG3617	YPL206C	C6_02420W_A
OG3622	YLR319C	C1_08120W_A
OG3623	YBR233W	C6_03940C_A
OG3624	YJL097W	C7_03050W_A
OG3625	YDR164C	C7_02320W_A
OG3626	YJR122W	C3_03190C_A
OG3629	YMR156C	C2_02290C_A
OG3631	YDR465C	C5_00680W_A
OG3633	YGL243W	C7_00130W_A
OG3634	C4_01290W_A	
OG3635	YHR147C	
OG3636	YDR479C	C5_01350W_A
OG3638	YNL219C	C1_07250C_A
OG3641	YOR070C	C4_04710W_A
OG3642	YCR054C	
OG3644	YFL028C	C1_08430W_A
OG3645	YLR446W	C6_04580W_A
OG3646	YLR208W	C3_03170W_A
OG3648	YJR141W	
OG3649	YML036W	C5_00620W_A
OG3650	YPL138C	C1_03250C_A
OG3651	YNR007C	
OG3652	YNR039C	C4_05080C_A
OG3654	YJR124C	C5_03940C_B
OG3655	YER012W	C5_05310W_A
OG3657	YGR096W	C2_06520C_A
OG3658	YBR058C	
OG3660	YJR008W	C1_14030W_A
OG3661	YKL193C	C2_04020C_A
OG3662	YHR067W	C4_03200C_A
OG3666	YML025C	C7_00950W_A
OG3667	YGR078C	C3_05120C_A
OG3668	YFL016C	C5_03600W_A
OG3672	YLR396C	
OG3673	YNL011C	C7_01230C_A
OG3674	YER042W	C2_00960C_A
OG3675	YKL028W	C1_09860C_A
OG3676	YPL117C	C4_02280W_A
OG3677	YJR078W	C5_00800C_A
OG3678	YMR283C	C3_07620C_A
OG3681	YDL142C	C1_00100C_A
OG3683	YIR032C	C4_04270W_A
OG3684	YBR060C	
OG3686	YNL039W	CR_01420W_A
OG3687	YPR040W	C5_04520W_A
OG3688	YDR049W	C2_10850C_A
OG3689	YDR020C	C1_05650W_A
OG3690	YHR142W	C1_06010W_A
OG3692	YKL047W	C3_00160C_A
OG3693	YMR091C	C2_00710W_A
OG3695	YOL072W	C1_11910W_A
OG3696	YNL279W	C1_11340W_A
OG3697	YNL097C	C2_10220C_B
OG3698	YNL236W	C7_03320C_A
OG3699	YAL022C	C4_00680W_A
OG3700	YGR207C	CR_09510C_A
OG3701	YLR414C	C3_07470W_A
OG3702	YEL021W	C3_01350C_A
OG3703	YML097C	C6_02630C_A
OG3706	YBR096W	C2_03170W_A
OG3707	YGR111W	C4_05850C_A
OG3708	YLR321C	C1_08160W_A
OG3711	YDR323C	C4_00350W_A
OG3713	YNL222W	
OG3714	YMR009W	C1_11100W_A
OG3715	YER113C	CR_01260W_A
OG3716	YOR228C	C7_01750W_A
OG3717	YNL107W	C7_03770C_A
OG3718	YPR028W	C2_08160C_A
OG3720	YNL005C	C7_03790W_A
OG3721	YGR232W	C3_04920C_A
OG3723	YDL030W	C5_01930W_A
OG3724	YPR055W	C6_00780W_A
OG3725	YBR141C	
OG3726	YBL038W	C2_01030W_A
OG3727	YPR185W	CR_02910W_A
OG3728	YPL103C	C1_00470C_A
OG3730	YDR108W	C1_12520W_A
OG3732	YDR165W	C7_02340C_A
OG3734	YLR065C	C1_01950C_A
OG3735	YOR079C	C3_00390W_A
OG3737	YDR282C	C3_02290W_A
OG3738	YPL076W	
OG3739	YOR205C	C3_07550C_A
OG3740	YLR231C	C1_08490W_A
OG3741	YBR065C	C2_10810W_A
OG3742	YOL138C	CR_10510W_A
OG3743	YDR292C	C5_04670W_A
OG3744	YKL171W	C2_03760C_B
OG3746	YOR094W	
OG3747	YKL016C	C1_07600W_A
OG3752	YPL029W	C2_04350C_A
OG3753	C1_05800C_A	
OG3754	YJR014W	C4_00770C_A
OG3757	YMR119W	CR_08650C_A
OG3761	YMR197C	C3_03400C_A
OG3763	YDL117W	C1_06700W_A
OG3765	YNL051W	C1_08730W_A
OG3767	YOR209C	C7_04040C_A
OG3770	YDL054C	
OG3772	YNL023C	CR_02430C_A
OG3774	YNR043W	C1_00070W_A
OG3775	YPL008W	C2_01240C_B
OG3776	C2_03260W_A	
OG3777	YHR156C	CR_06970C_A
OG3781	YDR364C	C1_12750C_A
OG3782	YLR070C	CR_10840C_A
OG3783	YGR083C	C3_07250W_A
OG3788	YPR169W	C1_08870C_A
OG3789	YEL015W	C4_05190C_A
OG3791	YER140W	C6_00710W_A
OG3792	YOR357C	C1_08340C_A
OG3793	YOR253W	CR_04070W_A
OG3794	YDR377W	CR_00250W_A
OG3795	YLR115W	C3_03260W_A
OG3796	YDR088C	C3_06770W_A
OG3798	YNL131W	C7_02680W_A
OG3799	YHR040W	C2_07040W_A
OG3803	YBR062C	C3_07380W_A
OG3805	YPL149W	C1_02200C_A
OG3807	C4_01090C_A	
OG3811	YPR121W	C2_03370W_A
OG3812	YMR276W	C2_10670W_A
OG3813	YHR122W	
OG3815	YER008C	C4_06250C_A
OG3816	YGL232W	C7_03990C_A
OG3817	YHR078W	C1_05280W_A
OG3818	YNL016W	C3_05880C_A
OG3819	YPL155C	C2_10310C_A
OG3820	YDL018C	C2_05290C_A
OG3822	YNL253W	C5_00840W_A
OG3824	YJR002W	C2_00070C_A
OG3826	YNR054C	C5_02070C_A
OG3827	YOR036W	C5_02720W_A
OG3828	C7_02450W_A	
OG3829	C1_11610C_A	
OG3830	YER022W	C1_03530W_A
OG3831	YBL019W	C1_10650W_A
OG3832	YOR273C	
OG3834	YOL069W	C5_01280C_A
OG3835	YOR288C	C5_04340W_A
OG3836	YJR125C	C2_02340C_B
OG3837	YER055C	C5_05320C_A
OG3838	YLR242C	C3_04710W_A
OG3839	YKR066C	C3_02480C_A
OG3840	C7_04210C_A	
OG3842	YPL094C	
OG3844	YAL014C	CR_03140C_A
OG3845	YDR128W	CR_01130W_A
OG3848	YJL207C	CR_01080W_A
OG3850	YIL112W	
OG3852	YPL213W	C4_05750C_A
OG3854	C2_00110W_A	
OG3855	YDR486C	C6_01830W_A
OG3856	YOR278W	C2_10340W_A
OG3859	YIL113W	
OG3860	YHR199C	C3_07940W_A
OG3862	YLR425W	C1_04480C_A
OG3864	YLR250W	
OG3867	C3_05360C_A	
OG3868	YML071C	C2_06620W_A
OG3870	YLR118C	C5_02400W_A
OG3872	YNL056W	C2_09250W_A
OG3877	YGR157W	CR_02540W_A
OG3881	YOR089C	CR_08060C_A
OG3885	YCR044C	C5_02320C_A
OG3886	YDR411C	CR_10810C_A
OG3889	YKL007W	CR_01180W_A
OG3890	YJR111C	
OG3893	YOR123C	C7_00070C_A
OG3894	YHL010C	C2_02520W_A
OG3895	YFL047W	
OG3897	CR_09990W_A	
OG3899	YOR021C	C2_03130W_A
OG3900	YGL142C	
OG3902	YPR183W	C1_08010W_A
OG3903	YJR080C	C3_01170W_A
OG3904	YCL047C	C1_13270W_A
OG3906	YPL107W	C4_01930C_A
OG3907	YGL038C	C3_06090C_A
OG3908	YNL223W	
OG3909	YLR372W	
OG3910	CR_04600W_A	
OG3911	YGL155W	CR_04910W_A
OG3912	YDR434W	
OG3913	YOL122C	C4_00990W_A
OG3914	YOL031C	CR_08350W_A
OG3915	YGR057C	C7_02090C_A
OG3916	YJR050W	C7_03530C_A
OG3917	YDR400W	C2_07430C_A
OG3918	YJR074W	C6_01380C_A
OG3919	YDR126W	CR_00870C_A
OG3920	YLR150W	C3_04810C_A
OG3921	YNL217W	C7_03500W_A
OG3929	YKL190W	C5_05160C_A
OG3933	YHR140W	C5_00140C_A
OG3934	C1_05370C_A	
OG3935	YBL098W	
OG3936	YLR292C	C4_00630C_A
OG3937	YGR280C	C4_04520W_A
OG3938	YDR329C	C1_07420C_A
OG3940	YIL067C	
OG3947	YML092C	CR_09380W_A
OG3949	YBR160W	CR_06050W_A
OG3950	YJL145W	C1_10270C_A
OG3951	YDR052C	C7_02950C_A
OG3952	YLR290C	C7_00300W_A
OG3953	C4_02080W_A	
OG3954	YJR077C	C1_10160W_A
OG3955	YNR023W	C2_07100W_A
OG3960	YNL126W	CR_01990C_A
OG3961	C2_00180C_A	
OG3965	YML005W	C3_05890W_A
OG3966	C2_10720C_A	
OG3967	YOR292C	CR_09570W_A
OG3968	YDR159W	C2_02350C_A
OG3969	YDR051C	
OG3971	YGR091W	C2_06650C_B
OG3972	YOR038C	C5_02750C_A
OG3973	C1_09680W_A	
OG3975	YOR115C	C7_02180C_A
OG3977	YKL207W	C7_02470C_A
OG3978	YAL012W	CR_08340W_A
OG3980	YLR128W	C3_06800C_A
OG3982	YHR204W	C2_03910C_A
OG3983	YHR090C	
OG3984	YJL094C	
OG3986	YPL115C	C4_02310W_A
OG3997	YGR262C	C5_02440C_A
OG3998	YHR134W	C3_02970C_A
OG3999	YGL181W	CR_08290W_A
OG4001	YOR296W	C1_00920W_A
OG4002	YHL013C	
OG4006	YHL008C	C6_01780C_A
OG4007	YCR095C	
OG4008	YMR113W	C7_01280C_A
OG4009	YBR030W	C1_14160W_A
OG4011	YCR024C	C7_03640C_A
OG4013	YAL032C	C6_02440C_A
OG4014	YDR459C	C5_01440C_A
OG4015	YGL124C	CR_03960C_A
OG4016	YGR155W	C1_01870C_A
OG4018	YDR289C	
OG4020	C5_05480W_A	
OG4022	YNL312W	C2_07120W_A
OG4027	YMR068W	C2_08920W_A
OG4028	YDR243C	C1_11300C_A
OG4030	YCR015C	C3_07570C_A
OG4034	YDR336W	C1_11560C_A
OG4035	YGL050W	CR_03160W_A
OG4038	YDR468C	C5_04150C_A
OG4041	YGL161C	C1_12920C_A
OG4042	C7_02810W_A	
OG4044	YDR177W	
OG4046	YGR117C	C1_06560W_A
OG4047	YKL012W	CR_01050C_A
OG4049	YMR176W	C1_05750C_A
OG4050	YLR151C	CR_09710W_A
OG4051	YKL002W	
OG4052	YNL252C	C5_00820W_A
OG4053	YFR027W	C1_07830C_A
OG4055	YOL008W	C5_03530C_A
OG4056	CR_03270W_A	
OG4057	YCL052C	C6_01370W_A
OG4058	YHR058C	
OG4060	YLL002W	CR_00410W_A
OG4061	YGR175C	C1_08590C_A
OG4062	YGR172C	C5_04660C_A
OG4063	YER182W	C5_04770W_A
OG4064	YIL034C	C4_01950W_A
OG4065	YNL128W	C7_02650W_A
OG4066	YDL098C	C2_02300W_B
OG4067	YPR128C	
OG4072	YLR025W	C1_00650C_A
OG4073	YOR249C	C4_05220C_A
OG4074	YBR223C	
OG4075	C4_02010C_A	
OG4076	YPR162C	C5_02150C_A
OG4077	YOR231W	C2_05780C_A
OG4078	YMR210W	C2_07410W_A
OG4080	YDR096W	C4_02570C_A
OG4081	YOR275C	C1_09380W_A
OG4085	YNL305C	CR_06560C_A
OG4086	C3_05730C_A	
OG4087	YBL008W	C2_00330C_A
OG4089	YDL043C	C1_08660C_A
OG4092	YDL091C	C4_03920W_A
OG4094	YMR201C	C7_02020W_A
OG4095	YDR004W	C2_08110W_A
OG4096	YJL124C	CR_08930C_A
OG4097	YDL101C	C5_05100C_A
OG4101	YNL115C	C6_00250W_A
OG4102	YJR025C	CR_05440W_A
OG4104	YLR078C	C1_02510W_A
OG4108	CR_08860W_A	
OG4109	YOL065C	C5_01920C_A
OG4110	YEL029C	C1_06210W_A
OG4112	YNL333W	C1_02590C_A
OG4116	YER163C	C4_00060W_A
OG4120	YOR261C	C5_02030W_A
OG4121	YMR033W	C3_01030W_A
OG4123	YKR030W	C1_14200W_A
OG4124	YGR234W	CR_07790C_A
OG4125	C6_00150W_A	
OG4126	YFL029C	C2_04270W_A
OG4128	YGR178C	C3_00130C_A
OG4129	YDR205W	C4_06770W_A
OG4130	YGR225W	C3_04870W_A
OG4131	C1_05410C_A	
OG4134	YIL134W	
OG4137	YNL072W	C7_01630W_A
OG4138	YKL143W	CR_10650W_A
OG4143	C1_04490W_A	
OG4144	YPR018W	C4_02600C_A
OG4146	YMR055C	
OG4147	YMR178W	C6_03820C_A
OG4148	C3_00210C_A	
OG4152	C5_02380W_A	
OG4153	YNL288W	C7_03840W_A
OG4155	C3_02680C_A	
OG4156	YDR315C	C4_03330W_A
OG4159	YKL149C	C6_02050W_A
OG4161	C2_01540W_A	
OG4163	YMR213W	C1_09370W_A
OG4164	YCL010C	C7_00450C_A
OG4167	C4_01260W_B	
OG4168	YOR026W	C5_03240W_A
OG4169	YPL243W	C3_06970W_A
OG4171	YDR019C	C6_02500C_A
OG4172	YJR084W	C5_04610W_A
OG4176	YBR170C	C1_06110C_A
OG4177	YER173W	C4_02700W_A
OG4181	YNL291C	C5_03990W_A
OG4188	YOL062C	C2_07880W_A
OG4189	YFR005C	C1_14470W_A
OG4191	YNL246W	CR_05890C_A
OG4192	C1_06720C_A	
OG4193	C4_01460C_A	
OG4194	YOL018C	
OG4201	YLR348C	C6_03390W_A
OG4205	C1_12250C_A	
OG4208	YOL012C	C3_03280C_A
OG4209	YPL247C	C1_08390C_A
OG4211	YGR127W	CR_03260W_A
OG4212	YDR229W	
OG4215	YNL040W	C1_12240C_B
OG4220	YMR264W	C5_03570W_A
OG4222	YNL237W	C1_09000W_A
OG4226	YNL141W	C2_06970W_A
OG4227	C1_14520W_A	
OG4228	YGL086W	C1_12660W_A
OG4230	C3_01340W_A	
OG4234	YKL174C	C2_04690C_A
OG4235	YKL172W	
OG4240	C2_04830W_A	
OG4247	YBL064C	
OG4250	YKL055C	CR_00710C_A
OG4251	YPR079W	C1_04840C_A
OG4255	YML050W	CR_07870W_A
OG4257	YOR201C	C2_04820W_A
OG4258	YMR138W	C1_02380C_A
OG4260	YNL044W	C1_06480C_A
OG4261	YNL263C	CR_05700C_A
OG4262	YGL240W	C1_07850C_A
OG4266	YOL064C	C6_00970C_A
OG4268	YGR144W	C3_05130C_A
OG4270	YPR049C	C4_01790W_A
OG4275	YGR286C	CR_01930C_A
OG4278	YLR287C	CR_09660W_A
OG4279	YBR251W	C1_10470W_A
OG4282	YBR273C	C1_01890C_A
OG4284	YGL143C	C4_03750C_A
OG4285	YIL001W	C7_01040C_A
OG4288	YHR129C	C5_03380W_A
OG4289	YAL041W	C5_01970C_A
OG4290	C3_01140W_A	
OG4292	YBR296C	C4_01940W_A
OG4295	C2_04750W_A	
OG4296	YJL059W	
OG4300	YBR175W	C6_02170C_A
OG4301	YBR004C	C1_04280C_A
OG4302	YMR132C	
OG4303	C4_06730C_A	
OG4305	YPR139C	C1_04110W_A
OG4307	C4_05400C_B	
OG4308	YNL326C	C3_06990W_A
OG4309	C3_07610W_A	
OG4315	YDR183W	
OG4320	YMR130W	C2_00510W_A
OG4321	YLR063W	
OG4322	YPL120W	C4_02670W_A
OG4323	YDR265W	C4_00320C_A
OG4324	C6_03150C_A	
OG4326	C4_03380C_A	
OG4330	YMR038C	
OG4332	CR_08050C_A	
OG4335	CR_02940C_A	
OG4336	C6_02160W_A	
OG4342	YNL063W	CR_04150W_A
OG4344	YJL201W	C1_13310W_A
OG4345	C5_02660C_A	
OG4348	C1_01140C_A	
OG4354	YHR189W	C1_08820C_A
OG4355	YPL228W	CR_02090C_A
OG4356	YPL116W	C4_02300W_A
OG4357	YOR332W	CR_01970C_A
OG4366	YHL036W	C3_03230C_A
OG4369	C4_00370W_A	
OG4370	C2_04370W_A	
OG4372	C2_03120W_A	
OG4374	C6_04370W_A	
OG4375	C2_04550C_A	
OG4376	C3_05320W_A	
OG4378	C1_11920W_A	
OG4380	C3_04130W_A	
OG4383	YLL005C	C4_03670W_A
OG4384	YNL261W	
OG4386	CR_02460W_A	
OG4387	C1_11490C_A	
OG4389	YMR114C	C1_03270W_A
OG4392	C7_02560W_B	
OG4393	YGR101W	C3_02030W_A
OG4394	CR_09330C_A	
OG4397	C2_10700C_A	
OG4400	YOR111W	C7_00680W_A
OG4401	C1_02100W_A	
OG4404	C1_14230C_A	
OG4407	C3_07350W_A	
OG4408	YIR030C	C3_02550C_A
OG4410	YGR093W	C1_02090C_A
OG4412	YMR069W	C4_01250W_B
OG4418	YDR058C	C1_03430W_A
OG4419	C4_06440C_A	
OG4420	C3_03750C_A	
OG4422	YHL022C	C2_08820C_A
OG4423	C7_01900W_A	
OG4425	C2_08660C_A	
OG4426	C7_00880C_A	
OG4427	YER051W	CR_00750C_A
OG4428	C7_00250C_A	
OG4431	YOR258W	CR_03440W_A
OG4435	C1_01630W_A	
OG4436	YHR168W	CR_05620C_A
OG4437	C3_00640W_A	
OG4440	C2_00810C_A	
OG4441	C3_05940C_A	
OG4442	YLL023C	C1_04200C_A
OG4443	YCL016C	C7_00370W_A
OG4444	C3_07060W_A	
OG4445	C2_07550W_A	
OG4447	C1_09020W_A	
OG4448	YBR164C	C4_01890C_A
OG4449	YML068W	C3_04790W_A
OG4450	CR_07200W_A	
OG4455	C1_06230C_A	
OG4456	C2_06750C_B	
OG4458	C4_05420C_B	
OG4459	YNL092W	CR_08040W_A
OG4460	C2_09560C_A	
OG4461	YOR166C	C7_00600C_A
OG4462	C4_04930C_A	
OG4463	YDR428C	C1_14270W_A
OG4469	C2_00400C_A	
OG4473	C5_00060C_A	
OG4474	YBR228W	
OG4476	C2_03040W_A	
OG4478	C1_11670W_A	
OG4479	YJL100W	C1_05980W_A
OG4482	YGL252C	
OG4492	C3_01120W_A	
OG4494	C4_04180C_A	
OG4495	C1_01070C_A	
OG4500	YCR030C	
OG4502	YMR274C	C4_04570W_A
OG4506	C1_12010C_A	
OG4507	C7_03260C_A	
OG4508	YNL213C	C2_09920W_A
OG4509	C1_11210C_A	
OG4511	YDR302W	C4_02420C_A
OG4518	YML032C	C6_00510C_A
OG4523	C2_09170W_A	
OG4524	YKR058W	
OG4526	C3_02940C_A	
OG4529	C3_03550C_A	
OG4530	CR_07640C_A	
OG4532	C3_01410C_A	
OG4533	C4_03540C_A	
OG4538	C3_07420W_A	
OG4540	YDL203C	
OG4542	YIL097W	
OG4543	YHL021C	C7_04310C_A
OG4544	C4_00710W_A	
OG4546	C1_09570W_A	
OG4547	YDR332W	C1_07470C_A
OG4548	C3_04090W_A	
OG4549	YPL064C	
OG4553	YBR290W	C3_04260W_A
OG4557	YDR495C	
OG4559	YGL164C	C1_13650C_A
